1/12/2021 7:32:02 PM|Quizzame|ROUND 1|Domanda 1 |ID:159  |Corretta:E  |Keypad:4 |Nome:Captain Mat  |Tasto:A  |Secondi:0.91  |P.ti Domanda:-470  |P.ti Totali:0
1/12/2021 8:53:01 PM|Quizzame|ROUND 4|Domanda 8| ID:15703  |Corretta:A  |Keypad:3 |Nome:Deadly Treadlies  |Tasto:A  |Secondi:2.48  |P.ti Domanda:2502  |P.ti Totali:31557
1/12/2021 8:53:02 PM|Quizzame|ROUND 4|Domanda 8| ID:15703  |Corretta:A  |Keypad:5 |Nome:Zero for One  |Tasto:A  |Secondi:2.72  |P.ti Domanda:2453  |P.ti Totali:26712
1/12/2021 8:53:05 PM|Quizzame|ROUND 4|Domanda 8| ID:15703  |Corretta:A  |Keypad:7 |Nome:GHS  |Tasto:A  |Secondi:5.19  |P.ti Domanda:1957  |P.ti Totali:38324
1/12/2021 8:53:05 PM|Quizzame|ROUND 4|Domanda 8| ID:15703  |Corretta:A  |Keypad:12 |Nome:It'sMyBirthday!  |Tasto:A  |Secondi:6.07  |P.ti Domanda:1780  |P.ti Totali:31322
1/12/2021 8:53:08 PM|Quizzame|ROUND 4|Domanda 8| ID:15703  |Corretta:A  |Keypad:17 |Nome:Bridgeway Boys  |Tasto:A  |Secondi:8.92  |P.ti Domanda:1207  |P.ti Totali:25890
1/12/2021 8:53:09 PM|Quizzame|ROUND 4|Domanda 8| ID:15703  |Corretta:A  |Keypad:10 |Nome:Menace to Sobriety  |Tasto:A  |Secondi:9.99  |P.ti Domanda:992  |P.ti Totali:20343
1/12/2021 8:54:01 PM|Quizzame|ROUND 4|Domanda 9| ID:10434  |Corretta:D  |Keypad:6 |Nome:ETC  |Tasto:D  |Secondi:1.84  |P.ti Domanda:877  |P.ti Totali:40763
1/12/2021 8:54:03 PM|Quizzame|ROUND 4|Domanda 9| ID:10434  |Corretta:D  |Keypad:12 |Nome:It'sMyBirthday!  |Tasto:D  |Secondi:3.6  |P.ti Domanda:759  |P.ti Totali:32081
1/12/2021 8:54:04 PM|Quizzame|ROUND 4|Domanda 9| ID:10434  |Corretta:D  |Keypad:10 |Nome:Menace to Sobriety  |Tasto:D  |Secondi:5.01  |P.ti Domanda:664  |P.ti Totali:21007
1/12/2021 8:54:04 PM|Quizzame|ROUND 4|Domanda 9| ID:10434  |Corretta:D  |Keypad:16 |Nome:Thirsty Camels  |Tasto:D  |Secondi:4.99  |P.ti Domanda:666  |P.ti Totali:32065
1/12/2021 8:54:05 PM|Quizzame|ROUND 4|Domanda 9| ID:10434  |Corretta:D  |Keypad:4 |Nome:Captain Mat  |Tasto:D  |Secondi:5.86  |P.ti Domanda:607  |P.ti Totali:28216
1/12/2021 8:54:05 PM|Quizzame|ROUND 4|Domanda 9| ID:10434  |Corretta:D  |Keypad:7 |Nome:GHS  |Tasto:D  |Secondi:6.22  |P.ti Domanda:583  |P.ti Totali:38907
1/12/2021 8:54:06 PM|Quizzame|ROUND 4|Domanda 9| ID:10434  |Corretta:D  |Keypad:17 |Nome:Bridgeway Boys  |Tasto:D  |Secondi:6.97  |P.ti Domanda:533  |P.ti Totali:26423
1/12/2021 8:54:13 PM|Quizzame|ROUND 4|Domanda 9| ID:10434  |Corretta:D  |Keypad:3 |Nome:Deadly Treadlies  |Tasto:D  |Secondi:14.11  |P.ti Domanda:55  |P.ti Totali:31612
1/12/2021 8:54:57 PM|Quizzame|ROUND 4|Domanda 10| ID:1226  |Corretta:B  |Keypad:7 |Nome:GHS  |Tasto:B  |Secondi:3.74  |P.ti Domanda:2248  |P.ti Totali:41155
1/12/2021 8:55:00 PM|Quizzame|ROUND 4|Domanda 10| ID:1226  |Corretta:B  |Keypad:3 |Nome:Deadly Treadlies  |Tasto:B  |Secondi:6.86  |P.ti Domanda:1621  |P.ti Totali:33233
1/12/2021 8:55:01 PM|Quizzame|ROUND 4|Domanda 10| ID:1226  |Corretta:B  |Keypad:12 |Nome:It'sMyBirthday!  |Tasto:B  |Secondi:8  |P.ti Domanda:1392  |P.ti Totali:33473
1/12/2021 8:55:04 PM|Quizzame|ROUND 4|Domanda 10 |ID:1226  |Corretta:B  |Keypad:10 |Nome:Menace to Sobriety  |Tasto:E  |Secondi:10.4  |P.ti Domanda:-47  |P.ti Totali:21007
1/12/2021 8:55:04 PM|Quizzame|ROUND 4|Domanda 10| ID:1226  |Corretta:B  |Keypad:16 |Nome:Thirsty Camels  |Tasto:B  |Secondi:10.43  |P.ti Domanda:904  |P.ti Totali:32969
1/12/2021 8:55:47 PM|Quizzame|ROUND 4|Domanda 11| ID:2478  |Corretta:A  |Keypad:16 |Nome:Thirsty Camels  |Tasto:A  |Secondi:1.23  |P.ti Domanda:918  |P.ti Totali:33887
1/12/2021 8:55:47 PM|Quizzame|ROUND 4|Domanda 11| ID:2478  |Corretta:A  |Keypad:7 |Nome:GHS  |Tasto:A  |Secondi:2.13  |P.ti Domanda:857  |P.ti Totali:42012
1/12/2021 8:55:51 PM|Quizzame|ROUND 4|Domanda 11| ID:2478  |Corretta:A  |Keypad:10 |Nome:Menace to Sobriety  |Tasto:A  |Secondi:5.82  |P.ti Domanda:610  |P.ti Totali:21570
1/12/2021 8:55:53 PM|Quizzame|ROUND 4|Domanda 11| ID:2478  |Corretta:A  |Keypad:6 |Nome:ETC  |Tasto:A  |Secondi:6.99  |P.ti Domanda:532  |P.ti Totali:41295
1/12/2021 8:55:53 PM|Quizzame|ROUND 4|Domanda 11 |ID:2478  |Corretta:A  |Keypad:4 |Nome:Captain Mat  |Tasto:E  |Secondi:8  |P.ti Domanda:-47.2  |P.ti Totali:28216
1/12/2021 8:55:53 PM|Quizzame|ROUND 4|Domanda 11| ID:2478  |Corretta:A  |Keypad:3 |Nome:Deadly Treadlies  |Tasto:A  |Secondi:7.78  |P.ti Domanda:479  |P.ti Totali:33712
1/12/2021 8:55:59 PM|Quizzame|ROUND 4|Domanda 11| ID:2478  |Corretta:A  |Keypad:12 |Nome:It'sMyBirthday!  |Tasto:A  |Secondi:13.69  |P.ti Domanda:83  |P.ti Totali:33556
1/12/2021 8:56:36 PM|Quizzame|ROUND 4|Domanda 12| ID:7660  |Corretta:C  |Keypad:6 |Nome:ETC  |Tasto:C  |Secondi:1.07  |P.ti Domanda:1857  |P.ti Totali:43152
1/12/2021 8:56:36 PM|Quizzame|ROUND 4|Domanda 12| ID:7660  |Corretta:C  |Keypad:5 |Nome:Zero for One  |Tasto:C  |Secondi:1.07  |P.ti Domanda:1857  |P.ti Totali:28569
1/12/2021 8:56:36 PM|Quizzame|ROUND 4|Domanda 12| ID:7660  |Corretta:C  |Keypad:12 |Nome:It'sMyBirthday!  |Tasto:C  |Secondi:1.42  |P.ti Domanda:1810  |P.ti Totali:35366
1/12/2021 8:56:36 PM|Quizzame|ROUND 4|Domanda 12| ID:7660  |Corretta:C  |Keypad:10 |Nome:Menace to Sobriety  |Tasto:C  |Secondi:1.38  |P.ti Domanda:1815  |P.ti Totali:23385
1/12/2021 8:56:36 PM|Quizzame|ROUND 4|Domanda 12| ID:7660  |Corretta:C  |Keypad:3 |Nome:Deadly Treadlies  |Tasto:C  |Secondi:1.44  |P.ti Domanda:1807  |P.ti Totali:35519
1/12/2021 8:56:36 PM|Quizzame|ROUND 4|Domanda 12| ID:7660  |Corretta:C  |Keypad:7 |Nome:GHS  |Tasto:C  |Secondi:1.52  |P.ti Domanda:1796  |P.ti Totali:43808
1/12/2021 8:56:36 PM|Quizzame|ROUND 4|Domanda 12| ID:7660  |Corretta:C  |Keypad:16 |Nome:Thirsty Camels  |Tasto:C  |Secondi:1.75  |P.ti Domanda:1766  |P.ti Totali:35653
1/12/2021 8:56:37 PM|Quizzame|ROUND 4|Domanda 12| ID:7660  |Corretta:C  |Keypad:17 |Nome:Bridgeway Boys  |Tasto:C  |Secondi:2.22  |P.ti Domanda:1703  |P.ti Totali:28126
1/12/2021 8:56:37 PM|Quizzame|ROUND 4|Domanda 12| ID:7660  |Corretta:C  |Keypad:4 |Nome:Captain Mat  |Tasto:C  |Secondi:2.02  |P.ti Domanda:1729  |P.ti Totali:29898
